iter	Logloss
329	0.5507085261
330	0.550442877
331	0.5501496567
332	0.5498971232
333	0.5495999205
334	0.5493848275
335	0.5491588992
336	0.5489277247
337	0.5487242472
338	0.5485969696
339	0.5483637802
340	0.548088426
341	0.5478248361
342	0.5475173453
343	0.5472900663
344	0.5470955697
345	0.546754111
346	0.5464866212
347	0.5462705193
348	0.5460108532
349	0.545841871
350	0.5455444906
351	0.5451564179
352	0.5449501539
353	0.5447705268
354	0.5445674078
355	0.5442624391
356	0.5440415196
357	0.5438684973
358	0.543584365
359	0.5433413389
360	0.5429320358
361	0.5427223875
362	0.5424202393
363	0.5421344873
364	0.5419921575
365	0.5417289023
366	0.5415117028
367	0.541299345
368	0.5409947531
369	0.540663381
370	0.540325843
371	0.5400447328
372	0.539791835
373	0.5395303191
374	0.5394040071
375	0.539180854
376	0.5388431244
377	0.5386573209
378	0.5383938902
379	0.5380754633
380	0.5377678764
381	0.5375390833
382	0.5371836781
383	0.5369471819
384	0.5366685932
385	0.536354028
386	0.5360756501
387	0.5358464294
388	0.5354647441
389	0.5351900167
390	0.5350119608
391	0.5347743181
392	0.534512074
393	0.534172367
394	0.5340167174
395	0.533727745
396	0.5334390081
397	0.5331841239
398	0.5329752973
399	0.5327594288
400	0.5324373911
401	0.5321401668
402	0.5318181526
403	0.5315787966
404	0.5313199022
405	0.5310696417
406	0.5307928971
407	0.5304895866
408	0.530185515
409	0.52993079
410	0.5297770208
411	0.5295644861
412	0.529301238
413	0.5291221537
414	0.5289469148
415	0.5286633078
416	0.5284534911
417	0.5281790042
418	0.5278100146
419	0.527465827
420	0.5272799677
421	0.5271895514
422	0.5270288297
423	0.5268461845
424	0.5265282466
425	0.5262397039
426	0.526053235
427	0.5258514763
428	0.5256210047
429	0.5254408414
430	0.5252432336
431	0.5249848813
432	0.5247519579
433	0.5243621137
434	0.5241546858
435	0.5239256444
436	0.5235691404
437	0.5232855943
438	0.5231340084
439	0.522829415
440	0.5225746082
441	0.5223804443
442	0.5220743808
443	0.5218480259
444	0.5216263218
445	0.5214383684
446	0.5212208332
447	0.5210314988
448	0.5208525981
449	0.5206360309
450	0.520415565
451	0.5201228495
452	0.5198869498
453	0.5196378414
454	0.5193910255
455	0.5191838165
456	0.5189115763
457	0.5187167119
458	0.5184083104
459	0.5181738207
460	0.5179797308
461	0.5176529459
462	0.5174314454
463	0.5170454839
464	0.5168788636
465	0.5166228314
466	0.5163132249
467	0.5160955587
468	0.5159675267
469	0.515787274
470	0.5156036103
471	0.5154279765
472	0.5152291764
473	0.5149258581
474	0.5146832647
475	0.5143873109
476	0.5140597946
477	0.5137574125
478	0.5134900075
479	0.5132378089
480	0.5129820248
481	0.5127486695
482	0.5125264815
483	0.5121964924
484	0.5120020893
485	0.5116993922
486	0.511543921
487	0.5113837257
488	0.5111687019
489	0.5110117179
490	0.5108047006
491	0.5105809842
492	0.5103280295
493	0.5101116496
494	0.5099212443
495	0.5097184387
496	0.5095528563
497	0.5092945496
498	0.5091243131
499	0.5090180417
500	0.5088813706
501	0.5086885306
502	0.5084451557
503	0.508166247
504	0.5079500681
505	0.5078261778
506	0.5075725616
507	0.5072943206
508	0.5071098047
509	0.5067938134
510	0.506477871
511	0.5061564882
512	0.5060284651
513	0.5058375038
514	0.5056771598
515	0.5054744103
516	0.5052139055
517	0.504935377
518	0.5046929651
519	0.5044717394
520	0.5042354906
521	0.5039328498
522	0.5037088761
523	0.5035245284
524	0.5032406934
525	0.5030077008
526	0.5027836581
527	0.5024573259
528	0.5022151733
529	0.5019345939
530	0.5017403201
531	0.5015337089
532	0.5012743237
533	0.5010929248
534	0.5008300137
535	0.5006042883
536	0.5004604791
537	0.500361514
538	0.5001417844
539	0.49995292
540	0.4997920119
541	0.4994916952
542	0.4993093344
543	0.4990179961
544	0.4988123629
545	0.4985181288
546	0.4982680323
547	0.4980668805
548	0.4978681019
549	0.4976003514
550	0.4973600896
551	0.4971498318
552	0.4970079196
553	0.4967030374
554	0.4964443784
555	0.4962910283
556	0.4961147971
557	0.4959458291
558	0.4957139491
559	0.4955832854
560	0.4953595036
561	0.4951812719
562	0.4949388617
563	0.4947730728
564	0.4946331707
565	0.4943838604
566	0.4941725969
567	0.4940353828
568	0.4939310127
569	0.4938009888
570	0.4935587127
571	0.4933645312
572	0.4930793131
573	0.492901152
574	0.4927572602
575	0.4924636021
576	0.4923545595
577	0.4921596266
578	0.4919881419
579	0.4918645686
580	0.4917345836
581	0.491451518
582	0.4912558346
583	0.4910767139
584	0.4908358209
585	0.4906675536
586	0.4904646665
587	0.4902860805
588	0.4900597285
589	0.4898776199
590	0.4897297579
591	0.4894007285
592	0.4891561342
593	0.4888607527
594	0.488660749
595	0.4884488602
596	0.4882835356
597	0.4880707103
598	0.4878025568
599	0.4876473003
600	0.4874135535
601	0.4872542117
602	0.4870744512
603	0.4869371995
604	0.4866842333
605	0.4865365866
606	0.4863113583
607	0.48613966
608	0.4859962756
609	0.4858220759
610	0.4856923405
611	0.4855536523
612	0.4854303814
613	0.4852635183
614	0.4850964127
615	0.4848591833
616	0.4846442588
617	0.4843899366
618	0.4841970856
619	0.483979971
620	0.483807509
621	0.4836245764
622	0.4834948831
623	0.483392138
624	0.4830931778
625	0.4828119705
626	0.4825478146
627	0.4824330433
628	0.4822090733
629	0.4820327829
630	0.4818996244
631	0.4816919237
632	0.4815413147
633	0.4812577254
634	0.4810534764
635	0.4808504684
636	0.4806080585
637	0.480308403
638	0.4801116448
639	0.4799390634
640	0.4797851627
641	0.4796927591
642	0.4794572081
643	0.4792910988
644	0.4790689854
645	0.4789126462
646	0.4786617289
647	0.4784929096
648	0.4783119975
649	0.4780456812
650	0.4778441048
651	0.4777329164
652	0.4775163956
653	0.4773358642
654	0.4770748522
655	0.4768851398
656	0.4767318481
657	0.4764942092
658	0.4762331533
659	0.4759974224
660	0.4757747079
661	0.475541031
662	0.4753431056
663	0.4751832419
664	0.4749987077
665	0.4747557953
666	0.4746066857
667	0.4744298521
668	0.4742579631
669	0.4740973871
670	0.4738515884
671	0.4737212529
672	0.4735862731
673	0.4733497842
674	0.4730972735
675	0.4729354166
676	0.472694656
677	0.4724732027
678	0.4722573722
679	0.4721172568
680	0.471984005
681	0.4717347231
682	0.4714999176
683	0.4713124505
684	0.4711515076
685	0.471045486
686	0.4708562878
687	0.4706698895
688	0.4704726363
689	0.4702925751
690	0.4701842105
691	0.4699362079
692	0.4698332101
693	0.4696885022
694	0.4695012286
695	0.469305197
696	0.4691176311
697	0.4689313642
698	0.4687601516
699	0.4685573828
700	0.4683933075
701	0.4682274076
702	0.4680606988
703	0.4679307845
704	0.4677114574
705	0.4674274321
706	0.4672051482
707	0.4670961696
708	0.4669447926
709	0.4668008315
710	0.4666342105
711	0.4665108529
712	0.4663934656
713	0.4659397775
714	0.465733218
715	0.4655757159
716	0.4653498635
717	0.4651593858
718	0.4649733142
719	0.4647899067
720	0.464704603
721	0.4645798425
722	0.4643281765
723	0.4641259607
724	0.4639527652
725	0.4637511396
726	0.4636433708
727	0.4635048866
728	0.4633749455
729	0.463161971
730	0.4630130827
731	0.4628033644
732	0.46259597
733	0.4623987343
734	0.4621580045
735	0.4619730052
736	0.4617080664
737	0.4615243573
738	0.4612333491
739	0.4610519378
740	0.4608807111
741	0.4607464449
742	0.4605076795
743	0.4602622472
744	0.4601400057
745	0.459930956
746	0.4596170461
747	0.4594791128
748	0.4593455608
749	0.4591838218
750	0.4589693135
751	0.4587337189
752	0.4586038759
753	0.458472633
754	0.4582962051
755	0.4580446131
756	0.4579232217
757	0.4577375497
758	0.4575134228
759	0.4573469112
760	0.457200296
761	0.4570562821
762	0.456875404
763	0.4567073904
764	0.456565388
765	0.4563409812
766	0.4561817949
767	0.4559877727
768	0.4557883394
769	0.4555827986
770	0.455427236
771	0.4552027076
772	0.4550734219
773	0.4548858204
774	0.4546961598
775	0.4545460085
776	0.4544370721
777	0.4542560463
778	0.4540768929
779	0.4539172555
780	0.4537453456
781	0.4535729988
782	0.4533511084
783	0.4532203503
784	0.4530617417
785	0.452898001
786	0.4527457468
787	0.4524951834
788	0.4522524154
789	0.4520650365
790	0.4518855242
791	0.4517904998
792	0.4515848463
793	0.4513641754
794	0.4511618004
795	0.4510094331
796	0.4508840827
797	0.4507013993
798	0.4505335341
799	0.4503322722
800	0.4501983877
801	0.4500876269
802	0.4499823681
803	0.4498358599
804	0.449700904
805	0.449499266
806	0.4493052417
807	0.4491434408
808	0.4488987444
809	0.4487634247
810	0.4485576366
811	0.4484189733
812	0.4482962685
813	0.4481373478
814	0.4479922638
815	0.4479075814
816	0.4477398774
817	0.447552516
818	0.4474171422
819	0.4472647957
820	0.4470701745
821	0.4469733406
822	0.4467765674
823	0.4465708089
824	0.4464168782
825	0.4462345182
826	0.4460970739
827	0.445943693
828	0.4458923769
829	0.4457411148
830	0.4456123465
831	0.4454528205
832	0.445343896
833	0.4451422851
834	0.445006057
835	0.4448683094
836	0.4447087393
837	0.4445241579
838	0.4444494516
839	0.4442420035
840	0.4440807707
841	0.4439372394
842	0.4437497415
843	0.4435236578
844	0.4433678335
845	0.4432373407
846	0.443070344
847	0.442820024
848	0.4425958351
849	0.4425105177
850	0.4423270214
851	0.4421108253
852	0.4419359997
853	0.4417080347
854	0.4415408775
855	0.4413737007
856	0.4412180518
857	0.441115742
858	0.4410114703
859	0.440787661
860	0.4406335791
861	0.4405068581
862	0.4403286097
863	0.4401416731
864	0.4399209474
865	0.4397986262
866	0.4395973342
867	0.4394332572
868	0.4393328658
869	0.4391083404
870	0.4389558319
871	0.4388004824
872	0.4385775453
873	0.4383963486
874	0.4381992536
875	0.4381377277
876	0.4380049864
877	0.4378260122
878	0.4376149956
879	0.4374226768
880	0.4372714688
881	0.4371110962
882	0.4369875827
883	0.4368641472
884	0.4367481277
885	0.4366129214
886	0.4363996859
887	0.4362518136
888	0.4361126017
889	0.4360359346
890	0.4358935461
891	0.4357070824
892	0.4355381438
893	0.4353487391
894	0.4351506906
895	0.4349255818
896	0.4347361843
897	0.4345797708
898	0.4344217945
899	0.4342762895
900	0.434128724
901	0.4339667981
902	0.4338080122
903	0.4337158526
904	0.4335105283
905	0.4333627279
906	0.4331562376
907	0.433034416
908	0.4329200045
909	0.4328216546
910	0.43265947
911	0.4325230755
912	0.4323789378
913	0.4322660127
914	0.4320766436
915	0.4319069961
916	0.431677969
917	0.4315099083
918	0.4313604196
919	0.431186381
920	0.4310375781
921	0.4309098861
922	0.4306862501
923	0.430545503
924	0.4303245771
925	0.4301680188
926	0.4299966931
927	0.4297799088
928	0.4296306859
929	0.4294386781
930	0.4293538739
931	0.4291530802
932	0.4289626514
933	0.4288432032
934	0.42868565
935	0.4285092598
936	0.4283571794
937	0.4282378536
938	0.4280696014
939	0.4279628921
940	0.4278532933
941	0.4277128897
942	0.427623814
943	0.4274210726
944	0.4272814295
945	0.4270887508
946	0.4269450327
947	0.426783463
948	0.4266057808
949	0.4264870922
950	0.4262634793
951	0.4261580777
952	0.4259664894
953	0.425854086
954	0.4256302623
955	0.425510279
956	0.4253075944
957	0.4251778137
958	0.4250464326
959	0.4248629376
960	0.4247267299
961	0.4245036368
962	0.4243288203
963	0.424181764
964	0.4239629276
965	0.4238273843
966	0.4236296107
967	0.4234640737
968	0.4232581818
969	0.4231275717
970	0.4229970769
971	0.4228030332
972	0.4226200996
973	0.4224722454
974	0.4222930864
975	0.4221476436
976	0.422000044
977	0.4218870738
978	0.4216958065
979	0.4215844173
980	0.4214566655
981	0.421308046
982	0.42109653
983	0.4209518958
984	0.4208168378
985	0.420694514
986	0.4204902419
987	0.4203830957
988	0.4202218979
989	0.4201181944
990	0.4199689037
991	0.4198449686
992	0.4196966476
993	0.4195220368
994	0.4193727355
995	0.4192185595
996	0.4191108581
997	0.4189846989
998	0.4188434579
999	0.4187127959
